Row,Faculty,AcademicCareer,CourseCode,CourseName,CourseID,OfferingSeq,Year,T,TermSeq,TermCode,SortKey,IsRedacted,FL,UF,AF,NF,PS,CR,DN,HD,AW,PW,CN,CO,CM,SY,EF,EC,EM,AS,PE,NC,FailSum,WithdrawSum,NonstdSum,OtherSum,Fail_norm,PS_norm,CR_norm,DN_norm,HD_norm,IsNonStandardGrading,Note,Index
7816,Faculty of Engineering,U,COMP3421,Computer Graphics,005778,1,2023,Term 3,5,23T3,20235,False,,,,0.44,1.77,12.39,45.13,39.82,0.44,,,,,,,,,,,,0.44,0.44,,,0.44,1.78,12.44,45.33,40.0,False,,65.34
7817,Faculty of Engineering,U,COMP3431,Robotic Software Architecture,056403,1,2023,Term 3,5,23T3,20235,False,,,,,1.82,14.55,36.36,47.27,,,,,,,,,,,,,,,,,0.0,1.82,14.55,36.36,47.27,False,,69.09
7818,Faculty of Engineering,U,COMP3601,Design Project A,058161,1,2023,Term 3,5,23T3,20235,False,,,,,2.13,21.28,23.4,53.19,,,,,,,,,,,,,,,,,0.0,2.13,21.28,23.4,53.19,False,,70.21
7819,Faculty of Engineering,U,COMP3900,Computer Science Project,065194,1,2023,Term 3,5,23T3,20235,False,0.35,,,,1.74,4.18,29.27,64.46,,,,,,,,,,,,,0.35,,,,0.35,1.74,4.18,29.27,64.46,False,,79.79
7820,Faculty of Engineering,U,COMP3901,Special Project A,055960,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7821,Faculty of Engineering,U,COMP4121,Advanced Algorithms,005785,1,2023,Term 3,5,23T3,20235,False,6.06,,3.03,3.03,12.12,9.09,9.09,54.55,3.03,,,,,,,,,,,,12.12,3.03,,,12.5,12.5,9.37,9.37,56.25,False,,50.78
7822,Faculty of Engineering,P,COMP4121,Advanced Algorithms,005785,2,2023,Term 3,5,23T3,20235,False,20.0,,,,,6.67,40.0,33.33,,,,,,,,,,,,,20.0,,,,20.0,0.0,6.67,40.0,33.33,False,,35.0
7823,Faculty of Engineering,U,COMP4128,Programming Challenges,063733,1,2023,Term 3,5,23T3,20235,False,4.94,,,4.94,12.35,17.28,18.52,39.51,2.47,,,,,,,,,,,,9.88,2.47,,,10.13,12.66,17.72,18.99,40.51,False,,44.3
7824,Faculty of Engineering,U,COMP4161,Advanced Verification,056760,1,2023,Term 3,5,23T3,20235,False,10.53,,,,10.53,,5.26,63.16,10.53,,,,,,,,,,,,10.53,10.53,,,11.77,11.77,0.0,5.88,70.59,False,,61.76
7825,Faculty of Engineering,P,COMP4161,Advanced Verification,056760,2,2023,Term 3,5,23T3,20235,False,,,,,100.0,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,0.0,0.0,False,,0.0
7826,Faculty of Engineering,U,COMP4336,Mobile Data Networking,058157,1,2023,Term 3,5,23T3,20235,False,3.23,,,,25.81,38.71,19.35,12.9,,,,,,,,,,,,,3.23,,,,3.23,25.81,38.71,19.35,12.9,False,,29.02
7827,Faculty of Engineering,U,COMP4418,Knowledge Representation,056759,1,2023,Term 3,5,23T3,20235,False,3.33,,,3.33,6.67,16.67,26.67,36.67,3.33,3.33,,,,,,,,,,,6.66,6.66,,,7.14,7.15,17.86,28.57,39.29,False,,50.9
7828,Faculty of Engineering,P,COMP4418,Knowledge Representation,056759,2,2023,Term 3,5,23T3,20235,False,2.35,,,,15.29,20.0,24.71,37.65,,,,,,,,,,,,,2.35,,,,2.35,15.29,20.0,24.71,37.65,False,,52.66
7829,Faculty of Engineering,U,COMP4431,Game Design Workshop,057436,1,2023,Term 3,5,23T3,20235,False,,,,,11.11,36.11,22.22,30.56,,,,,,,,,,,,,,,,,0.0,11.11,36.11,22.22,30.56,False,,50.7
7830,Faculty of Engineering,P,COMP4431,Game Design Workshop,057436,2,2023,Term 3,5,23T3,20235,False,,,,,75.0,25.0,,,,,,,,,,,,,,,,,,,0.0,75.0,25.0,0.0,0.0,False,,6.25
7831,Faculty of Engineering,U,COMP4511,User Interface Design & Constr,055799,1,2023,Term 3,5,23T3,20235,False,,,,,4.35,52.17,32.61,10.87,,,,,,,,,,,,,,,,,0.0,4.35,52.17,32.61,10.87,False,,40.22
7832,Faculty of Engineering,P,COMP4511,User Interface Design & Constr,055799,2,2023,Term 3,5,23T3,20235,False,,,,,,75.0,,25.0,,,,,,,,,,,,,,,,,0.0,0.0,75.0,0.0,25.0,False,,43.75
7833,Faculty of Engineering,U,COMP4920,Professional Issues and Ethics,050289,1,2023,Term 3,5,23T3,20235,False,0.55,,0.18,1.1,12.25,38.39,40.59,5.85,0.91,0.18,,,,,,,,,,,1.83,1.09,,,1.85,12.38,38.81,41.04,5.91,False,,34.28
7834,Faculty of Engineering,U,COMP4951,Research Thesis A,065900,1,2023,Term 3,5,23T3,20235,False,,,,,,,,,4.76,,,,,,4.76,90.48,,,,,,4.76,,95.24,0.0,0.0,0.0,0.0,0.0,False,"Notable other/continuing grades: EF 4.8%, EC 90.5%",0.0
7835,Faculty of Engineering,U,COMP4952,Research Thesis B,065901,1,2023,Term 3,5,23T3,20235,False,2.78,,,,,,,,,,,,,,,97.22,,,,,2.78,,,97.22,2.78,0.0,0.0,0.0,0.0,False,Notable other/continuing grades: EC 97.2%,-2.78
7836,Faculty of Engineering,U,COMP4953,Research Thesis C,065902,1,2023,Term 3,5,23T3,20235,False,1.02,,,,1.02,16.33,28.57,47.96,1.02,3.06,,,,,,,,,,1.02,1.02,4.08,,1.02,1.06,1.06,17.02,29.79,50.0,False,,68.09
7837,Faculty of Engineering,U,COMP4961,Computer Science Thesis A,065989,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7838,Faculty of Engineering,U,COMP4962,Computer Science Thesis B,065990,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7839,Faculty of Engineering,U,COMP4963,Computer Science Thesis C,065991,1,2023,Term 3,5,23T3,20235,False,5.88,,,,,11.76,17.65,58.82,,5.88,,,,,,,,,,,5.88,5.88,,,6.25,0.0,12.49,18.75,62.49,False,,68.74
7840,Faculty of Engineering,U,COMP6080,Web Front-End Programming,066345,1,2023,Term 3,5,23T3,20235,False,3.94,,,1.38,19.13,25.64,27.61,18.93,3.16,0.2,,,,,,,,,,,5.32,3.36,,,5.5,19.8,26.53,28.57,19.59,False,,35.01
7841,Faculty of Engineering,P,COMP6080,Web Front-End Programming,066345,2,2023,Term 3,5,23T3,20235,False,4.7,,,,25.21,27.78,23.5,14.96,3.42,0.43,,,,,,,,,,,4.7,3.85,,,4.89,26.22,28.89,24.44,15.56,False,,30.11
7842,Faculty of Engineering,U,COMP6441,Security Engineering,065167,1,2023,Term 3,5,23T3,20235,False,6.15,,,0.82,18.85,29.92,26.23,15.98,2.05,,,,,,,,,,,,6.97,2.05,,,7.12,19.24,30.55,26.78,16.31,False,,30.22
7843,Faculty of Engineering,P,COMP6441,Security Engineering,065167,2,2023,Term 3,5,23T3,20235,False,10.17,,,,33.9,23.73,22.03,10.17,,,,,,,,,,,,,10.17,,,,10.17,33.9,23.73,22.03,10.17,False,,16.95
7844,Faculty of Engineering,U,COMP6447,Security Assessment,065170,1,2023,Term 3,5,23T3,20235,False,6.45,,,3.23,48.39,22.58,12.9,6.45,,,,,,,,,,,,,9.68,,,,9.68,48.39,22.58,12.9,6.45,False,,8.87
7845,Faculty of Engineering,P,COMP6447,Security Assessment,065170,2,2023,Term 3,5,23T3,20235,False,,,,,100.0,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,0.0,0.0,False,,0.0
7846,Faculty of Engineering,P,COMP6714,Info Retrieval and Web Search,061302,1,2023,Term 3,5,23T3,20235,False,4.47,2.23,,,25.7,29.61,19.55,17.88,,0.56,,,,,,,,,,,6.7,0.56,,,6.74,25.84,29.78,19.66,17.98,False,,28.52
7847,Faculty of Engineering,U,COMP6714,Info Retrieval and Web Search,061302,2,2023,Term 3,5,23T3,20235,False,,6.25,,3.13,40.63,21.88,12.5,12.5,3.13,,,,,,,,,,,,9.38,3.13,,,9.68,41.94,22.59,12.9,12.9,False,,15.32
7848,Faculty of Engineering,U,COMP6841,Extended Security Engineering,065166,1,2023,Term 3,5,23T3,20235,False,5.45,,,1.17,11.67,21.4,35.8,23.35,0.78,0.39,,,,,,,,,,,6.62,1.17,,,6.7,11.81,21.65,36.22,23.63,False,,40.45
7849,Faculty of Engineering,P,COMP6841,Extended Security Engineering,065166,2,2023,Term 3,5,23T3,20235,False,3.03,,,,33.33,30.3,27.27,6.06,,,,,,,,,,,,,3.03,,,,3.03,33.33,30.3,27.27,6.06,False,,24.24
7850,Faculty of Engineering,U,COMP6991,Modern Prog Problems with Rust,066764,1,2023,Term 3,5,23T3,20235,False,3.03,,,3.79,6.06,15.15,21.97,46.21,3.03,0.76,,,,,,,,,,,6.82,3.79,,,7.09,6.3,15.75,22.84,48.03,False,,56.3
7851,Faculty of Engineering,P,COMP6991,Modern Prog Problems with Rust,066764,2,2023,Term 3,5,23T3,20235,False,2.5,,,,5.0,32.5,35.0,25.0,,,,,,,,,,,,,2.5,,,,2.5,5.0,32.5,35.0,25.0,False,,48.12
7852,Faculty of Engineering,P,COMP9020,Foundations of Comp. Science,005830,1,2023,Term 3,5,23T3,20235,False,2.17,0.43,0.22,,11.28,32.32,42.95,9.54,0.43,0.43,,,,,,,,,,0.22,2.82,0.86,,0.22,2.84,11.38,32.6,43.32,9.62,False,,36.59
7853,Faculty of Engineering,P,COMP9021,Principles of Programming,005831,1,2023,Term 3,5,23T3,20235,False,32.13,,,0.8,26.77,10.71,14.99,11.11,2.54,0.67,,,,,,,,,,0.27,32.93,3.21,,0.27,34.02,27.66,11.07,15.49,11.48,False,,-12.03
7854,Faculty of Engineering,P,COMP9024,Data Structures & Algorithms,005834,1,2023,Term 3,5,23T3,20235,False,19.6,2.26,1.26,0.5,26.13,25.13,15.08,8.79,1.01,0.25,,,,,,,,,,,23.62,1.26,,,23.92,26.46,25.45,15.27,8.9,False,,-1.02
7855,Faculty of Engineering,P,COMP9032,Microprocessors & Interfacing,057319,1,2023,Term 3,5,23T3,20235,False,4.76,,,1.59,14.29,30.16,30.16,19.05,,,,,,,,,,,,,6.35,,,,6.35,14.29,30.16,30.16,19.05,False,,35.32
7856,Faculty of Engineering,P,COMP9101,Algorithm Design and Analysis,005835,1,2023,Term 3,5,23T3,20235,False,5.8,11.59,,3.62,26.09,29.71,18.84,3.62,,0.72,,,,,,,,,,,21.01,0.72,,,21.16,26.28,29.93,18.98,3.65,False,,-0.54
7857,Faculty of Engineering,P,COMP9164,Concepts of Programming Lang.,065768,1,2023,Term 3,5,23T3,20235,False,10.53,,10.53,5.26,21.05,10.53,21.05,15.79,5.26,,,,,,,,,,,,26.32,5.26,,,27.78,22.22,11.11,22.22,16.67,False,,2.78
7858,Faculty of Engineering,P,COMP9222,Digital Circuits and Systems,057206,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7859,Faculty of Engineering,P,COMP9242,Advanced Operating Systems,005848,1,2023,Term 3,5,23T3,20235,False,,,,12.5,,12.5,,75.0,,,,,,,,,,,,,12.5,,,,12.5,0.0,12.5,0.0,75.0,False,,65.62
7860,Faculty of Engineering,U,COMP9242,Advanced Operating Systems,005848,2,2023,Term 3,5,23T3,20235,False,6.25,,,6.25,15.63,6.25,12.5,53.13,,,,,,,,,,,,,12.5,,,,12.5,15.63,6.25,12.5,53.13,False,,48.44
7861,Faculty of Engineering,U,COMP9301,Cyber Security Project,065927,2,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7862,Faculty of Engineering,P,COMP9311,Database Systems,005850,1,2023,Term 3,5,23T3,20235,False,5.65,,0.45,0.45,24.7,30.51,27.83,9.23,1.04,0.15,,,,,,,,,,,6.55,1.19,,,6.63,25.0,30.88,28.17,9.34,False,,24.52
7863,Faculty of Engineering,P,COMP9313,Big Data Management,064284,1,2023,Term 3,5,23T3,20235,False,2.08,2.08,,1.04,16.67,25.0,36.98,16.15,,,,,,,,,,,,,5.2,,,,5.2,16.67,25.0,36.98,16.15,False,,35.69
7864,Faculty of Engineering,U,COMP9313,Big Data Management,064284,2,2023,Term 3,5,23T3,20235,False,2.94,,,2.94,23.53,42.65,14.71,11.76,1.47,,,,,,,,,,,,5.88,1.47,,,5.97,23.88,43.29,14.93,11.94,False,,24.26
7865,Faculty of Engineering,P,COMP9331,Computer Networks&Applications,005854,1,2023,Term 3,5,23T3,20235,False,4.07,,,0.74,15.93,24.81,32.59,20.74,0.74,0.37,,,,,,,,,,,4.81,1.11,,,4.86,16.11,25.09,32.96,20.97,False,,38.86
7866,Faculty of Engineering,P,COMP9336,Mobile Data Networking,058158,1,2023,Term 3,5,23T3,20235,False,4.29,,,,20.0,32.86,35.71,7.14,,,,,,,,,,,,,4.29,,,,4.29,20.0,32.86,35.71,7.14,False,,28.92
7867,Faculty of Engineering,P,COMP9415,Computer Graphics,005858,1,2023,Term 3,5,23T3,20235,False,,,,,4.9,23.53,45.1,26.47,,,,,,,,,,,,,,,,,0.0,4.9,23.53,45.1,26.47,False,,54.9
7868,Faculty of Engineering,P,COMP9418,Advanced Machine Learning,064986,1,2023,Term 3,5,23T3,20235,False,6.0,,,2.0,12.0,30.0,34.0,16.0,,,,,,,,,,,,,8.0,,,,8.0,12.0,30.0,34.0,16.0,False,,32.5
7869,Faculty of Engineering,U,COMP9418,Advanced Machine Learning,064986,2,2023,Term 3,5,23T3,20235,False,18.75,,,,12.5,31.25,18.75,18.75,,,,,,,,,,,,,18.75,,,,18.75,12.5,31.25,18.75,18.75,False,,17.19
7870,Faculty of Engineering,P,COMP9434,Robotic Software Architecture,065770,1,2023,Term 3,5,23T3,20235,False,,,,,,45.45,27.27,27.27,,,,,,,,,,,,,,,,,0.0,0.0,45.45,27.27,27.27,False,,52.27
7871,Faculty of Engineering,P,COMP9444,"Neural Networks, Deep Learning",005861,1,2023,Term 3,5,23T3,20235,False,0.88,,0.22,0.44,14.98,37.44,34.8,10.79,,0.22,,,,,,,,,,0.22,1.54,0.22,,0.22,1.54,15.01,37.52,34.88,10.81,False,,36.09
7872,Faculty of Engineering,U,COMP9444,"Neural Networks, Deep Learning",005861,2,2023,Term 3,5,23T3,20235,False,,,2.0,2.0,22.0,34.0,30.0,10.0,,,,,,,,,,,,,4.0,,,,4.0,22.0,34.0,30.0,10.0,False,,29.5
7873,Faculty of Engineering,P,COMP9517,Computer Vision,005864,1,2023,Term 3,5,23T3,20235,False,2.84,,,,37.68,35.78,18.25,5.21,,0.24,,,,,,,,,,,2.84,0.24,,,2.85,37.77,35.87,18.29,5.22,False,,20.48
7874,Faculty of Engineering,U,COMP9517,Computer Vision,005864,2,2023,Term 3,5,23T3,20235,False,2.22,,,,30.0,28.89,30.0,5.56,3.33,,,,,,,,,,,,2.22,3.33,,,2.3,31.03,29.89,31.03,5.75,False,,26.44
7875,Faculty of Engineering,U,COMP9727,Recommender Systems,066721,1,2023,Term 3,5,23T3,20235,False,10.0,,,,40.0,20.0,20.0,10.0,,,,,,,,,,,,,10.0,,,,10.0,40.0,20.0,20.0,10.0,False,,15.0
7876,Faculty of Engineering,P,COMP9727,Recommender Systems,066721,2,2023,Term 3,5,23T3,20235,False,15.22,,,,39.13,28.26,10.87,4.35,2.17,,,,,,,,,,,,15.22,2.17,,,15.56,40.0,28.89,11.11,4.45,False,,1.67
7877,Faculty of Engineering,P,COMP9900,Info Tech Project,065193,1,2023,Term 3,5,23T3,20235,False,0.37,,,,2.62,10.86,36.7,49.44,,,,,,,,,,,,,0.37,,,,0.37,2.62,10.86,36.7,49.44,False,,70.14
7878,Faculty of Engineering,P,COMP9991,Research Project A,066304,1,2023,Term 3,5,23T3,20235,False,,,,,,,,,,,,,,,,100.0,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,False,Notable other/continuing grades: EC 100.0%,0.0
7879,Faculty of Engineering,P,COMP9992,Research Project B,066305,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7880,Faculty of Engineering,P,COMP9993,Research Project C,066306,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7881,"Faculty of Arts, Design and Architecture",P,CONS0010,Construction Contract Admin,051786,1,2023,Term 3,5,23T3,20235,False,2.82,,,0.7,12.68,36.62,40.14,7.04,,,,,,,,,,,,,3.52,,,,3.52,12.68,36.62,40.14,7.04,False,,32.74
7882,"Faculty of Arts, Design and Architecture",P,CONS0013,CM Theory and Practice,051789,1,2023,Term 3,5,23T3,20235,False,0.7,,0.7,,7.69,9.79,39.86,41.26,,,,,,,,,,,,,1.4,,,,1.4,7.69,9.79,39.86,41.26,False,,62.24
7883,Faculty of Law and Justice,U,CRIM1010,Criminology: An Introduction,057989,1,2023,Term 3,5,23T3,20235,False,6.82,,1.52,1.52,24.24,39.39,25.76,0.76,,,,,,,,,,,,,9.86,,,,9.86,24.24,39.39,25.76,0.76,False,,13.63
7884,Faculty of Law and Justice,U,CRIM1011,Intro to Criminal Justice,058954,1,2023,Term 3,5,23T3,20235,False,7.04,,,,25.35,42.25,22.54,2.82,,,,,,,,,,,,,7.04,,,,7.04,25.35,42.25,22.54,2.82,False,,17.61
7885,Faculty of Law and Justice,U,CRIM2021,Criminal Law and Justice 2,057987,1,2023,Term 3,5,23T3,20235,False,14.63,,,,17.07,36.59,24.39,7.32,,,,,,,,,,,,,14.63,,,,14.63,17.07,36.59,24.39,7.32,False,,14.03
7886,Faculty of Law and Justice,U,CRIM2032,Disability in Criminal Justice,062640,1,2023,Term 3,5,23T3,20235,False,,,,,16.0,24.0,40.0,16.0,4.0,,,,,,,,,,,,,4.0,,,0.0,16.67,25.0,41.67,16.67,False,,43.76
7887,Faculty of Law and Justice,U,CRIM2041,Crime and Punishment,058192,1,2023,Term 3,5,23T3,20235,False,2.0,,,,12.0,48.0,32.0,6.0,,,,,,,,,,,,,2.0,,,,2.0,12.0,48.0,32.0,6.0,False,,32.0
7888,Faculty of Law and Justice,U,CRIM2042,Explaining Crime,057990,1,2023,Term 3,5,23T3,20235,False,1.32,,0.66,0.66,13.25,41.06,35.1,7.28,0.66,,,,,,,,,,,,2.64,0.66,,,2.66,13.34,41.33,35.33,7.33,False,,32.67
7889,Faculty of Law and Justice,U,CRIM3000,Criminology in Practice,052465,1,2023,Term 3,5,23T3,20235,False,,,,,16.67,55.56,19.44,5.56,,,,,,,,,,,,2.78,,,,2.78,0.0,16.67,55.56,19.44,5.56,False,,29.17
7890,Faculty of Law and Justice,U,CRIM3020,The Criminal Trial,062655,1,2023,Term 3,5,23T3,20235,False,4.76,,,,19.05,30.95,35.71,7.14,2.38,,,,,,,,,,,,4.76,2.38,,,4.88,19.51,31.7,36.58,7.31,False,,28.64
7891,Faculty of Law and Justice,U,CRIM3025,CRIM Workplace,065805,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7892,Faculty of Law and Justice,U,CRIM4001,Criminology Honours,062849,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7893,Faculty of Law and Justice,U,CRIM4002,Criminology Honours,062852,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7894,Faculty of Engineering,U,CVEN1701,Climate and Env Sustainability,057674,1,2023,Term 3,5,23T3,20235,False,15.15,,3.03,,21.21,39.39,18.18,3.03,,,,,,,,,,,,,18.18,,,,18.18,21.21,39.39,18.18,3.03,False,,3.79
7895,Faculty of Engineering,U,CVEN3101,Engineering Operations,058522,1,2023,Term 3,5,23T3,20235,False,3.77,,0.31,0.31,17.61,30.5,35.53,11.01,0.94,,,,,,,,,,,,4.39,0.94,,,4.43,17.78,30.79,35.87,11.11,False,,32.31
7896,Faculty of Engineering,U,CVEN3202,Soil Mechanics,063887,1,2023,Term 3,5,23T3,20235,False,19.2,,0.57,0.86,27.79,20.63,20.92,9.74,0.29,,,,,,,,,,,,20.63,0.29,,,20.69,27.87,20.69,20.98,9.77,False,,4.74
7897,Faculty of Engineering,U,CVEN3702,Solid Wastes,058531,1,2023,Term 3,5,23T3,20235,False,15.79,,,,15.79,36.84,15.79,15.79,,,,,,,,,,,,,15.79,,,,15.79,15.79,36.84,15.79,15.79,False,,17.11
7898,Faculty of Engineering,U,CVEN4103,Engineering Contracts,057688,1,2023,Term 3,5,23T3,20235,False,,,2.27,2.27,,22.73,54.55,15.91,,2.27,,,,,,,,,,,4.54,2.27,,,4.65,0.0,23.26,55.82,16.28,False,,45.35
7899,Faculty of Engineering,P,CVEN4103,Engineering Contracts,057688,2,2023,Term 3,5,23T3,20235,False,,,,,12.5,37.5,37.5,12.5,,,,,,,,,,,,,,,,,0.0,12.5,37.5,37.5,12.5,False,,40.62
7900,Faculty of Engineering,U,CVEN4106,Construction Practicum,065269,1,2023,Term 3,5,23T3,20235,False,,,,5.88,11.76,58.82,11.76,11.76,,,,,,,,,,,,,5.88,,,,5.88,11.76,58.82,11.76,11.76,False,,26.46
7901,Faculty of Engineering,U,CVEN4204,Ground Improvement &Monitoring,058262,1,2023,Term 3,5,23T3,20235,False,2.5,,,2.5,15.0,20.0,32.5,27.5,,,,,,,,,,,,,5.0,,,,5.0,15.0,20.0,32.5,27.5,False,,43.75
7902,Faculty of Engineering,P,CVEN4204,Ground Improvement &Monitoring,058262,2,2023,Term 3,5,23T3,20235,False,9.09,,,,22.73,18.18,18.18,27.27,4.55,,,,,,,,,,,,9.09,4.55,,,9.52,23.81,19.05,19.05,28.57,False,,33.34
7903,Faculty of Engineering,U,CVEN4308,Structural Dynamics,062728,1,2023,Term 3,5,23T3,20235,False,5.56,,,,11.11,22.22,16.67,44.44,,,,,,,,,,,,,5.56,,,,5.56,11.11,22.22,16.67,44.44,False,,52.77
7904,Faculty of Engineering,P,CVEN4308,Structural Dynamics,062728,2,2023,Term 3,5,23T3,20235,False,3.57,,,,7.14,17.86,32.14,39.29,,,,,,,,,,,,,3.57,,,,3.57,7.14,17.86,32.14,39.29,False,,56.25
7905,Faculty of Engineering,U,CVEN4309,Sustainable Timber Engineering,065251,1,2023,Term 3,5,23T3,20235,False,8.33,,,,15.48,17.86,26.19,30.95,1.19,,,,,,,,,,,,8.33,1.19,,,8.43,15.67,18.08,26.51,31.32,False,,40.67
7906,Faculty of Engineering,P,CVEN4309,Sustainable Timber Engineering,065251,2,2023,Term 3,5,23T3,20235,False,18.75,,,,6.25,,43.75,31.25,,,,,,,,,,,,,18.75,,,,18.75,6.25,0.0,43.75,31.25,False,,34.38
7907,Faculty of Engineering,U,CVEN4405,HF in Civil and Transport Eng,066032,1,2023,Term 3,5,23T3,20235,False,2.25,,,,3.37,30.34,51.69,12.36,,,,,,,,,,,,,2.25,,,,2.25,3.37,30.34,51.69,12.36,False,,43.54
7908,Faculty of Engineering,U,CVEN4504,Advanced Water and Wastewater,057700,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7909,Faculty of Engineering,U,CVEN4701,Sustainable Infrastructure,058268,1,2023,Term 3,5,23T3,20235,False,2.25,,,,16.85,50.56,26.97,2.25,1.12,,,,,,,,,,,,2.25,1.12,,,2.28,17.04,51.13,27.28,2.28,False,,26.42
7910,Faculty of Engineering,U,CVEN4705,Environmental Sustainability,065179,1,2023,Term 3,5,23T3,20235,False,1.19,,,1.19,25.0,47.62,22.62,1.19,1.19,,,,,,,,,,,,2.38,1.19,,,2.41,25.3,48.19,22.89,1.2,False,,22.28
7911,Faculty of Engineering,P,CVEN4705,Environmental Sustainability,065179,2,2023,Term 3,5,23T3,20235,False,,,,,62.96,18.52,18.52,,,,,,,,,,,,,,,,,,0.0,62.96,18.52,18.52,0.0,False,,13.89
7912,Faculty of Engineering,U,CVEN4951,Research Thesis A,065903,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7913,Faculty of Engineering,U,CVEN4952,Research Thesis B,065904,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7914,Faculty of Engineering,U,CVEN4953,Research Thesis C,065905,1,2023,Term 3,5,23T3,20235,False,,,,,11.76,5.88,41.18,41.18,,,,,,,,,,,,,,,,,0.0,11.76,5.88,41.18,41.18,False,,63.24
7915,Faculty of Engineering,P,CVEN9051,Masters Practice Project B,066217,1,2023,Term 3,5,23T3,20235,False,,,,,15.79,46.05,31.58,6.58,,,,,,,,,,,,,,,,,0.0,15.79,46.05,31.58,6.58,False,,33.88
7916,Faculty of Engineering,P,CVEN9405,Urban Transport Planning Prac,006078,1,2023,Term 3,5,23T3,20235,False,6.98,,,,13.95,39.53,32.56,6.98,,,,,,,,,,,,,6.98,,,,6.98,13.95,39.53,32.56,6.98,False,,26.16
7917,Faculty of Engineering,U,CVEN9405,Urban Transport Planning Prac,006078,2,2023,Term 3,5,23T3,20235,False,,,,,15.0,40.0,35.0,,10.0,,,,,,,,,,,,,10.0,,,0.0,16.67,44.44,38.89,0.0,False,,30.55
7918,Faculty of Engineering,P,CVEN9451,Masters Project A,065957,1,2023,Term 3,5,23T3,20235,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
7919,Faculty of Engineering,P,CVEN9452,Masters Project B,065958,1,2023,Term 3,5,23T3,20235,False,,,,,,,,,,8.33,,,,,,91.67,,,,,,8.33,,91.67,0.0,0.0,0.0,0.0,0.0,False,Notable other/continuing grades: EC 91.7%,0.0
7920,Faculty of Engineering,P,CVEN9453,Masters Project C,065929,1,2023,Term 3,5,23T3,20235,False,,,,,,,76.92,23.08,,,,,,,,,,,,,,,,,0.0,0.0,0.0,76.92,23.08,False,,61.54
7921,Faculty of Engineering,P,CVEN9513,Advanced Foundation Engg,058871,1,2023,Term 3,5,23T3,20235,False,2.38,,,,9.52,42.86,28.57,7.14,7.14,2.38,,,,,,,,,,,2.38,9.52,,,2.63,10.52,47.37,31.58,7.89,False,,32.89
7922,Faculty of Engineering,P,CVEN9522,Rock Engineering,058874,1,2023,Term 3,5,23T3,20235,False,11.43,,,,17.14,17.14,20.0,28.57,5.71,,,,,,,,,,,,11.43,5.71,,,12.12,18.18,18.18,21.21,30.3,False,,33.33
7923,Faculty of Engineering,U,CVEN9612,Catchment & WR Modelling,058863,1,2023,Term 3,5,23T3,20235,False,,,,,40.0,,40.0,20.0,,,,,,,,,,,,,,,,,0.0,40.0,0.0,40.0,20.0,False,,40.0
7924,Faculty of Engineering,P,CVEN9612,Catchment & WR Modelling,058863,2,2023,Term 3,5,23T3,20235,False,6.67,,6.67,,,20.0,26.67,40.0,,,,,,,,,,,,,13.34,,,,13.34,0.0,20.0,26.67,40.0,False,,45.0
