Row,Faculty,AcademicCareer,CourseCode,CourseName,CourseID,OfferingSeq,Year,T,TermSeq,TermCode,SortKey,IsRedacted,FL,UF,AF,NF,PS,CR,DN,HD,AW,PW,CN,CO,CM,SY,EF,EC,EM,AS,PE,NC,FailSum,WithdrawSum,NonstdSum,OtherSum,Fail_norm,PS_norm,CR_norm,DN_norm,HD_norm,IsNonStandardGrading,Note,Index
2196,"Faculty of Arts, Design and Architecture",U,ARTS1452,Chinese 1 Background,062693,1,2024,Term 2,3,24T2,20243,False,2.78,,,,22.22,16.67,41.67,16.67,,,,,,,,,,,,,2.78,,,,2.78,22.22,16.67,41.67,16.67,False,,38.89
2197,"Faculty of Arts, Design and Architecture",U,ARTS1480,French 1,059526,1,2024,Term 2,3,24T2,20243,False,3.88,,0.78,0.78,10.08,19.38,34.88,29.46,0.78,,,,,,,,,,,,5.44,0.78,,,5.48,10.16,19.53,35.15,29.69,False,,46.67
2198,"Faculty of Arts, Design and Architecture",U,ARTS1510,German 1,059533,1,2024,Term 2,3,24T2,20243,False,3.45,,1.72,5.17,8.62,8.62,39.66,32.76,,,,,,,,,,,,,10.34,,,,10.34,8.62,8.62,39.66,32.76,False,,44.41
2199,"Faculty of Arts, Design and Architecture",U,ARTS1571,Spanish 2,059568,1,2024,Term 2,3,24T2,20243,False,2.27,,,,13.64,27.27,38.64,18.18,,,,,,,,,,,,,2.27,,,,2.27,13.64,27.27,38.64,18.18,False,,42.05
2200,"Faculty of Arts, Design and Architecture",U,ARTS1630,Japanese 1,059551,1,2024,Term 2,3,24T2,20243,False,7.86,,,1.31,21.4,21.4,30.13,12.23,5.68,,,,,,,,,,,,9.17,5.68,,,9.72,22.69,22.69,31.94,12.97,False,,24.89
2201,"Faculty of Arts, Design and Architecture",U,ARTS1660,Korean 1,059559,1,2024,Term 2,3,24T2,20243,False,0.59,,,2.96,24.26,30.18,31.36,9.47,1.18,,,,,,,,,,,,3.55,1.18,,,3.59,24.55,30.54,31.73,9.58,False,,29.49
2202,"Faculty of Arts, Design and Architecture",U,ARTS1782,Europe in Crisis,065123,1,2024,Term 2,3,24T2,20243,False,5.13,,2.56,,10.26,43.59,25.64,10.26,2.56,,,,,,,,,,,,7.69,2.56,,,7.89,10.53,44.74,26.31,10.53,False,,26.98
2203,"Faculty of Arts, Design and Architecture",U,ARTS1846,"Politics, Peace and Prosperity",065837,1,2024,Term 2,3,24T2,20243,False,3.45,,4.02,1.72,8.62,31.61,29.89,18.39,2.3,,,,,,,,,,,,9.19,2.3,,,9.41,8.82,32.35,30.59,18.82,False,,32.79
2204,"Faculty of Arts, Design and Architecture",U,ARTS1870,Rethinking the Social,059583,1,2024,Term 2,3,24T2,20243,False,2.94,,4.41,,7.35,17.65,51.47,16.18,,,,,,,,,,,,,7.35,,,,7.35,7.35,17.65,51.47,16.18,False,,38.98
2205,"Faculty of Arts, Design and Architecture",U,ARTS2021,Creative Writing Project,065461,1,2024,Term 2,3,24T2,20243,False,2.7,,2.7,,8.11,18.92,51.35,16.22,,,,,,,,,,,,,5.4,,,,5.4,8.11,18.92,51.35,16.22,False,,41.22
2206,"Faculty of Arts, Design and Architecture",U,ARTS2031,Australian Literature,057295,1,2024,Term 2,3,24T2,20243,False,5.08,,1.69,,20.34,27.12,33.9,11.86,,,,,,,,,,,,,6.77,,,,6.77,20.34,27.12,33.9,11.86,False,,28.82
2207,"Faculty of Arts, Design and Architecture",U,ARTS2033,Poetry and Poetics,060625,1,2024,Term 2,3,24T2,20243,False,1.79,,,3.57,12.5,14.29,42.86,21.43,3.57,,,,,,,,,,,,5.36,3.57,,,5.56,12.96,14.82,44.45,22.22,False,,42.59
2208,"Faculty of Arts, Design and Architecture",U,ARTS2062,Australian Cinema,007909,1,2024,Term 2,3,24T2,20243,False,3.92,,,,27.45,33.33,25.49,7.84,,1.96,,,,,,,,,,,3.92,1.96,,,4.0,28.0,34.0,26.0,8.0,False,,25.5
2209,"Faculty of Arts, Design and Architecture",U,ARTS2064,A Case Study of Film Genre,058820,1,2024,Term 2,3,24T2,20243,False,1.75,,1.75,,21.05,28.07,43.86,1.75,1.75,,,,,,,,,,,,3.5,1.75,,,3.56,21.42,28.57,44.64,1.78,False,,27.68
2210,"Faculty of Arts, Design and Architecture",U,ARTS2068,Doing Film Festivals,065310,1,2024,Term 2,3,24T2,20243,False,,,,,,17.86,57.14,21.43,3.57,,,,,,,,,,,,,3.57,,,0.0,0.0,18.52,59.26,22.22,False,,56.48
2211,"Faculty of Arts, Design and Architecture",U,ARTS2126,Reviewing the Arts,064601,1,2024,Term 2,3,24T2,20243,False,4.17,,,,8.33,25.0,41.67,16.67,4.17,,,,,,,,,,,,4.17,4.17,,,4.35,8.69,26.09,43.48,17.4,False,,41.31
2212,"Faculty of Arts, Design and Architecture",U,ARTS2244,"Animals: Worker, Wild, Extinct",062696,1,2024,Term 2,3,24T2,20243,False,,,3.23,3.23,12.9,41.94,29.03,9.68,,,,,,,,,,,,,6.46,,,,6.46,12.9,41.94,29.03,9.68,False,,28.22
2213,"Faculty of Arts, Design and Architecture",U,ARTS2248,Disasters and Society,064949,1,2024,Term 2,3,24T2,20243,False,1.72,,1.72,,6.9,48.28,36.21,5.17,,,,,,,,,,,,,3.44,,,,3.44,6.9,48.28,36.21,5.17,False,,31.91
2214,"Faculty of Arts, Design and Architecture",U,ARTS2282,Rome,062596,1,2024,Term 2,3,24T2,20243,False,8.14,,,1.16,31.4,27.91,16.28,15.12,,,,,,,,,,,,,9.3,,,,9.3,31.4,27.91,16.28,15.12,False,,20.94
2215,"Faculty of Arts, Design and Architecture",U,ARTS2360,Knowledge and Reality,056518,1,2024,Term 2,3,24T2,20243,False,6.52,,2.17,,26.09,30.43,30.43,4.35,,,,,,,,,,,,,8.69,,,,8.69,26.09,30.43,30.43,4.35,False,,18.48
2216,"Faculty of Arts, Design and Architecture",U,ARTS2362,Alienation and Social Critique,054562,1,2024,Term 2,3,24T2,20243,False,4.55,,9.09,,4.55,36.36,38.64,6.82,,,,,,,,,,,,,13.64,,,,13.64,4.55,36.36,38.64,6.82,False,,21.59
2217,"Faculty of Arts, Design and Architecture",U,ARTS2375,Philosophical Logic,062600,1,2024,Term 2,3,24T2,20243,False,7.14,,,,45.24,16.67,11.9,14.29,4.76,,,,,,,,,,,,7.14,4.76,,,7.5,47.5,17.5,12.49,15.0,False,,18.12
2218,"Faculty of Arts, Design and Architecture",U,ARTS2457,China Imagined and Perceived,003663,1,2024,Term 2,3,24T2,20243,False,,,,,1.25,31.78,58.57,8.1,,,,,,,,,0.31,,,,,,,0.31,0.0,1.25,31.78,58.57,8.1,False,,45.33
2219,"Faculty of Arts, Design and Architecture",U,ARTS2481,French 4,059528,1,2024,Term 2,3,24T2,20243,False,,,,3.7,25.93,25.93,29.63,14.81,,,,,,,,,,,,,3.7,,,,3.7,25.93,25.93,29.63,14.81,False,,32.41
2220,"Faculty of Arts, Design and Architecture",U,ARTS2486,The French Speaking World,060498,1,2024,Term 2,3,24T2,20243,False,,,,6.25,,12.5,62.5,18.75,,,,,,,,,,,,,6.25,,,,6.25,0.0,12.5,62.5,18.75,False,,46.88
2221,"Faculty of Arts, Design and Architecture",U,ARTS2511,German 4,059536,1,2024,Term 2,3,24T2,20243,False,,,,,18.18,27.27,45.45,9.09,,,,,,,,,,,,,,,,,0.0,18.18,27.27,45.45,9.09,False,,38.63
2222,"Faculty of Arts, Design and Architecture",U,ARTS2633,A Cultural Survey of Japan,010869,1,2024,Term 2,3,24T2,20243,False,5.45,,,,20.0,43.64,27.27,3.64,,,,,,,,,,,,,5.45,,,,5.45,20.0,43.64,27.27,3.64,False,,22.73
2223,"Faculty of Arts, Design and Architecture",U,ARTS2662,Korea at a Glance,010994,1,2024,Term 2,3,24T2,20243,False,,,,3.57,7.14,21.43,57.14,10.71,,,,,,,,,,,,,3.57,,,,3.57,7.14,21.43,57.14,10.71,False,,41.07
2224,"Faculty of Arts, Design and Architecture",U,ARTS2692,Syntax,011713,1,2024,Term 2,3,24T2,20243,False,20.0,,,,10.0,15.0,20.0,35.0,,,,,,,,,,,,,20.0,,,,20.0,10.0,15.0,20.0,35.0,False,,28.75
2225,"Faculty of Arts, Design and Architecture",U,ARTS2693,Psycholinguistics,054506,1,2024,Term 2,3,24T2,20243,False,20.0,,,,8.0,8.0,52.0,12.0,,,,,,,,,,,,,20.0,,,,20.0,8.0,8.0,52.0,12.0,False,,20.0
2226,"Faculty of Arts, Design and Architecture",U,ARTS2698,Intercultural Interaction,063172,1,2024,Term 2,3,24T2,20243,False,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,50.0,0.0,False,,37.5
2227,"Faculty of Arts, Design and Architecture",U,ARTS2754,Development Research,065024,1,2024,Term 2,3,24T2,20243,False,4.76,,9.52,4.76,14.29,9.52,19.05,28.57,,,,,,,,,4.76,,,4.76,19.04,,,9.52,19.04,14.29,9.52,19.05,28.57,False,,21.43
2228,"Faculty of Arts, Design and Architecture",U,ARTS2781,"Britain, Europe and the World",060294,1,2024,Term 2,3,24T2,20243,False,13.95,,,4.65,23.26,30.23,18.6,6.98,2.33,,,,,,,,,,,,18.6,2.33,,,19.04,23.81,30.95,19.04,7.15,False,,5.37
2229,"Faculty of Arts, Design and Architecture",U,ARTS2815,The Indo-Pacific,063191,1,2024,Term 2,3,24T2,20243,False,4.0,,,2.0,2.0,10.0,60.0,22.0,,,,,,,,,,,,,6.0,,,,6.0,2.0,10.0,60.0,22.0,False,,48.5
2230,"Faculty of Arts, Design and Architecture",U,ARTS2819,Globalisation and Governance,065528,1,2024,Term 2,3,24T2,20243,False,1.89,,,,3.77,26.42,60.38,5.66,1.89,,,,,,,,,,,,1.89,1.89,,,1.93,3.84,26.93,61.54,5.77,False,,41.34
2231,"Faculty of Arts, Design and Architecture",U,ARTS2845,"Sex, Human Rights & Justice",014317,1,2024,Term 2,3,24T2,20243,False,2.34,,,,1.56,25.0,44.53,26.56,,,,,,,,,,,,,2.34,,,,2.34,1.56,25.0,44.53,26.56,False,,52.73
2232,"Faculty of Arts, Design and Architecture",U,ARTS2852,Qualitative Research for PSP,065922,1,2024,Term 2,3,24T2,20243,False,2.7,,,,1.35,20.27,67.57,8.11,,,,,,,,,,,,,2.7,,,,2.7,1.35,20.27,67.57,8.11,False,,44.26
2233,"Faculty of Arts, Design and Architecture",U,ARTS2877,"Technologies, Culture, Society",017230,1,2024,Term 2,3,24T2,20243,False,,,,1.69,10.17,49.15,27.12,8.47,3.39,,,,,,,,,,,,1.69,3.39,,,1.75,10.53,50.87,28.07,8.77,False,,33.77
2234,"Faculty of Arts, Design and Architecture",U,ARTS2904,Dressed to Kill,062667,1,2024,Term 2,3,24T2,20243,False,,,,7.14,26.19,38.1,16.67,9.52,2.38,,,,,,,,,,,,7.14,2.38,,,7.31,26.83,39.03,17.08,9.75,False,,20.74
2235,"Faculty of Arts, Design and Architecture",U,ARTS3015,Media and Arts Internship,062809,1,2024,Term 2,3,24T2,20243,False,,,,,,,,,,,,,,100.0,,,,,,,,,100.0,,0.0,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 100.0%,
2236,"Faculty of Arts, Design and Architecture",U,ARTS3023,Fiction Writing,063195,1,2024,Term 2,3,24T2,20243,False,1.59,,,,12.7,19.05,58.73,7.94,,,,,,,,,,,,,1.59,,,,1.59,12.7,19.05,58.73,7.94,False,,40.48
2237,"Faculty of Arts, Design and Architecture",U,ARTS3040,Writing After Empire,062578,1,2024,Term 2,3,24T2,20243,False,5.56,,5.56,,13.89,13.89,41.67,13.89,5.56,,,,,,,,,,,,11.12,5.56,,,11.77,14.71,14.71,44.12,14.71,False,,28.68
2238,"Faculty of Arts, Design and Architecture",U,ARTS3048,Gothic Cultures,063192,1,2024,Term 2,3,24T2,20243,False,3.57,,5.36,,7.14,25.0,37.5,19.64,1.79,,,,,,,,,,,,8.93,1.79,,,9.09,7.27,25.46,38.18,20.0,False,,36.37
2239,"Faculty of Arts, Design and Architecture",U,ARTS3062,Cinematic Thinking,056375,1,2024,Term 2,3,24T2,20243,False,3.45,,6.9,,17.24,24.14,34.48,10.34,3.45,,,,,,,,,,,,10.35,3.45,,,10.72,17.86,25.0,35.71,10.71,False,,24.09
2240,"Faculty of Arts, Design and Architecture",U,ARTS3065,Screen Emotions,056505,1,2024,Term 2,3,24T2,20243,False,2.0,,,,24.0,32.0,34.0,8.0,,,,,,,,,,,,,2.0,,,,2.0,24.0,32.0,34.0,8.0,False,,31.0
2241,"Faculty of Arts, Design and Architecture",U,ARTS3123,Solo Performance,057195,1,2024,Term 2,3,24T2,20243,False,,,,,11.11,33.33,50.0,5.56,,,,,,,,,,,,,,,,,0.0,11.11,33.33,50.0,5.56,False,,38.89
2242,"Faculty of Arts, Design and Architecture",U,ARTS3132,Arts and Health,065127,1,2024,Term 2,3,24T2,20243,False,6.25,,,,12.5,12.5,56.25,12.5,,,,,,,,,,,,,6.25,,,,6.25,12.5,12.5,56.25,12.5,False,,37.5
2243,"Faculty of Arts, Design and Architecture",U,ARTS3220,Architecture in Asia,063518,1,2024,Term 2,3,24T2,20243,False,,,,,,33.33,55.56,11.11,,,,,,,,,,,,,,,,,0.0,0.0,33.33,55.56,11.11,False,,47.22
2244,"Faculty of Arts, Design and Architecture",U,ARTS3241,Environmental Justice,061913,1,2024,Term 2,3,24T2,20243,False,,,,,8.82,20.59,50.0,20.59,,,,,,,,,,,,,,,,,0.0,8.82,20.59,50.0,20.59,False,,50.74
2245,"Faculty of Arts, Design and Architecture",U,ARTS3270,Reflecting on History,061914,1,2024,Term 2,3,24T2,20243,False,5.26,,,,8.77,24.56,35.09,26.32,,,,,,,,,,,,,5.26,,,,5.26,8.77,24.56,35.09,26.32,False,,44.75
2246,"Faculty of Arts, Design and Architecture",U,ARTS3290,"European Empires, 16th-21st c",062680,1,2024,Term 2,3,24T2,20243,False,12.5,,,,,41.67,41.67,4.17,,,,,,,,,,,,,12.5,,,,12.5,0.0,41.67,41.67,4.17,False,,22.92
2247,"Faculty of Arts, Design and Architecture",U,ARTS3330,Languages Capstone: T&I,064607,1,2024,Term 2,3,24T2,20243,False,5.71,,,,2.86,22.86,51.43,17.14,,,,,,,,,,,,,5.71,,,,5.71,2.86,22.86,51.43,17.14,False,,42.86
2248,"Faculty of Arts, Design and Architecture",U,ARTS3373,Metaphysics and Epistemology,062625,1,2024,Term 2,3,24T2,20243,False,7.14,,,3.57,28.57,28.57,25.0,7.14,,,,,,,,,,,,,10.71,,,,10.71,28.57,28.57,25.0,7.14,False,,16.07
2249,"Faculty of Arts, Design and Architecture",U,ARTS3377,Adv Topics Political Phil,066548,1,2024,Term 2,3,24T2,20243,False,2.99,,2.99,1.49,4.48,31.34,53.73,2.99,,,,,,,,,,,,,7.47,,,,7.47,4.48,31.34,53.73,2.99,False,,30.22
2250,"Faculty of Arts, Design and Architecture",U,ARTS3451,Chinese 6,059523,1,2024,Term 2,3,24T2,20243,False,,,,,14.29,19.05,38.1,28.57,,,,,,,,,,,,,,,,,0.0,14.29,19.05,38.1,28.57,False,,52.38
2251,"Faculty of Arts, Design and Architecture",U,ARTS3453,Chinese 8,059574,1,2024,Term 2,3,24T2,20243,False,,,,,7.69,30.77,53.85,7.69,,,,,,,,,,,,,,,,,0.0,7.69,30.77,53.85,7.69,False,,42.31
2252,"Faculty of Arts, Design and Architecture",U,ARTS3463,City and Chinese Culture,066263,1,2024,Term 2,3,24T2,20243,False,,,,,33.33,41.67,18.75,4.17,2.08,,,,,,,,,,,,,2.08,,,0.0,34.04,42.56,19.15,4.26,False,,24.48
2253,"Faculty of Arts, Design and Architecture",U,ARTS3482,French for Thought,059531,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2254,"Faculty of Arts, Design and Architecture",U,ARTS3570,Spanish 5,059571,1,2024,Term 2,3,24T2,20243,False,,,,,,46.15,30.77,23.08,,,,,,,,,,,,,,,,,0.0,0.0,46.15,30.77,23.08,False,,50.0
2255,"Faculty of Arts, Design and Architecture",U,ARTS3576,Modern Spain,066550,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2256,"Faculty of Arts, Design and Architecture",U,ARTS3631,Japanese 6,059556,1,2024,Term 2,3,24T2,20243,False,1.69,,,,8.47,27.12,33.9,28.81,,,,,,,,,,,,,1.69,,,,1.69,8.47,27.12,33.9,28.81,False,,50.85
2257,"Faculty of Arts, Design and Architecture",U,ARTS3639,Japan in Popular Culture,061946,1,2024,Term 2,3,24T2,20243,False,,,,,18.18,36.36,36.36,6.06,3.03,,,,,,,,,,,,,3.03,,,0.0,18.75,37.5,37.5,6.25,False,,34.38
2258,"Faculty of Arts, Design and Architecture",U,ARTS3690,Language Universals,059660,1,2024,Term 2,3,24T2,20243,False,9.09,,,,,36.36,18.18,36.36,,,,,,,,,,,,,9.09,,,,9.09,0.0,36.36,18.18,36.36,False,,45.45
2259,"Faculty of Arts, Design and Architecture",U,ARTS3755,Development in Practice,064080,1,2024,Term 2,3,24T2,20243,False,,,,,10.53,5.26,57.89,26.32,,,,,,,,,,,,,,,,,0.0,10.53,5.26,57.89,26.32,False,,56.58
2260,"Faculty of Arts, Design and Architecture",U,ARTS3756,Debates in Global Development,064984,1,2024,Term 2,3,24T2,20243,False,10.0,,,,3.33,13.33,53.33,20.0,,,,,,,,,,,,,10.0,,,,10.0,3.33,13.33,53.33,20.0,False,,40.0
2261,"Faculty of Arts, Design and Architecture",U,ARTS3810,POLS & IR: Theory and Practice,061954,1,2024,Term 2,3,24T2,20243,False,2.5,,0.83,0.83,5.0,16.67,50.0,24.17,,,,,,,,,,,,,4.16,,,,4.16,5.0,16.67,50.0,24.17,False,,49.18
2262,"Faculty of Arts, Design and Architecture",U,ARTS3818,Global Environmental Politics,067021,1,2024,Term 2,3,24T2,20243,False,,,6.25,,12.5,25.0,43.75,12.5,,,,,,,,,,,,,6.25,,,,6.25,12.5,25.0,43.75,12.5,False,,34.38
2263,"Faculty of Arts, Design and Architecture",U,ARTS3820,How to start a revolution,065808,1,2024,Term 2,3,24T2,20243,False,1.89,,,,1.89,22.64,62.26,11.32,,,,,,,,,,,,,1.89,,,,1.89,1.89,22.64,62.26,11.32,False,,46.22
2264,"Faculty of Arts, Design and Architecture",U,ARTS3821,The Politics of Identity,065527,1,2024,Term 2,3,24T2,20243,False,2.56,,,,,20.51,56.41,20.51,,,,,,,,,,,,,2.56,,,,2.56,0.0,20.51,56.41,20.51,False,,51.28
2265,"Faculty of Arts, Design and Architecture",U,ARTS3822,The Art of Political Science,065807,1,2024,Term 2,3,24T2,20243,False,3.57,,,,3.57,21.43,57.14,14.29,,,,,,,,,,,,,3.57,,,,3.57,3.57,21.43,57.14,14.29,False,,44.65
2266,"Faculty of Arts, Design and Architecture",U,ARTS3872,"Media, Culture and Power",061958,1,2024,Term 2,3,24T2,20243,False,11.63,,,,6.98,16.28,53.49,11.63,,,,,,,,,,,,,11.63,,,,11.63,6.98,16.28,53.49,11.63,False,,30.82
2267,"Faculty of Arts, Design and Architecture",U,ARTS3886,Crisis and the Social,064906,1,2024,Term 2,3,24T2,20243,False,2.38,,2.38,,11.9,19.05,54.76,7.14,2.38,,,,,,,,,,,,4.76,2.38,,,4.88,12.19,19.51,56.1,7.31,False,,35.36
2268,"Faculty of Arts, Design and Architecture",U,ARTS4202,Uses of Theory: Hons,065979,1,2024,Term 2,3,24T2,20243,False,,,,,,,36.36,63.64,,,,,,,,,,,,,,,,,0.0,0.0,0.0,36.36,63.64,False,,81.82
2269,"Faculty of Arts, Design and Architecture",U,ARTS4249,Advances in the Humanities,066029,1,2024,Term 2,3,24T2,20243,False,,,,,,,25.0,75.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,75.0,False,,87.5
2270,"Faculty of Arts, Design and Architecture",U,ARTS4268,Methodologies in Soc Sci,065980,1,2024,Term 2,3,24T2,20243,False,,,,,,,30.77,69.23,,,,,,,,,,,,,,,,,0.0,0.0,0.0,30.77,69.23,False,,84.62
2271,"Faculty of Arts, Design and Architecture",U,ARTS4604,English Honours,062830,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2272,"Faculty of Arts, Design and Architecture",U,ARTS4605,English Honours,062832,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2273,"Faculty of Arts, Design and Architecture",U,ARTS4609,Film Studies Honours,062839,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2274,"Faculty of Arts, Design and Architecture",U,ARTS4620,Creative Writing Honours,063548,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2275,"Faculty of Arts, Design and Architecture",U,ARTS4621,Creative Writing Honours,063549,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2276,"Faculty of Arts, Design and Architecture",U,ARTS4701,Enviro Honours,062885,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2277,"Faculty of Arts, Design and Architecture",U,ARTS4705,History Honours,062895,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2278,"Faculty of Arts, Design and Architecture",U,ARTS4712,Philosophy Honours,062907,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2279,"Faculty of Arts, Design and Architecture",U,ARTS4713,Philosophy Honours,062909,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2280,"Faculty of Arts, Design and Architecture",U,ARTS4814,Chinese Studies Honours,062922,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2281,"Faculty of Arts, Design and Architecture",U,ARTS4834,Linguistics Honours,062841,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2282,"Faculty of Arts, Design and Architecture",U,ARTS4920,Sociology Honours,062908,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2283,"Faculty of Arts, Design and Architecture",U,ARTS4921,Sociology&Anthropology Honours,062910,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2284,"Faculty of Arts, Design and Architecture",U,ARTS4925,POIR Honours,065964,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2285,"Faculty of Arts, Design and Architecture",U,ARTS4928,Global Development Honours,066254,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2286,DVC (A) Board of Studies,U,ATSI2004,Popular Culture Indigenous Aus,059101,1,2024,Term 2,3,24T2,20243,False,,,,,11.54,30.77,46.15,7.69,,,,,,,,,,,,3.85,,,,3.85,0.0,11.54,30.77,46.15,7.69,False,,38.46
2287,DVC (A) Board of Studies,U,ATSI3005,Whiteness,057003,1,2024,Term 2,3,24T2,20243,False,,,,,6.67,20.0,33.33,33.33,,,,,,,,,,,,6.67,,,,6.67,0.0,6.67,20.0,33.33,33.33,False,,54.99
2288,DVC (A) Board of Studies,U,ATSI4101,Indigenous Studies Honours I,064215,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
2289,Faculty of Science,U,AVIA1901,Aviation Transport Economics,059075,1,2024,Term 2,3,24T2,20243,False,3.25,,,,23.58,44.72,23.58,4.07,0.81,,,,,,,,,,,,3.25,0.81,,,3.28,23.77,45.09,23.77,4.1,False,,23.98
2290,Faculty of Science,U,AVIA2114,Commercial AGK,065501,1,2024,Term 2,3,24T2,20243,False,,,,,11.76,32.35,41.18,14.71,,,,,,,,,,,,,,,,,0.0,11.76,32.35,41.18,14.71,False,,43.39
2291,Faculty of Science,U,AVIA2115,Commercial Aerodynamics,065502,1,2024,Term 2,3,24T2,20243,False,,,,,23.53,23.53,29.41,20.59,,,,,,,,,,,2.94,,,,,2.94,0.0,23.53,23.53,29.41,20.59,False,,41.18
2292,Faculty of Science,U,AVIA2116,"CPL Operation, Perf & Planning",065503,1,2024,Term 2,3,24T2,20243,False,,,,,58.82,32.35,5.88,2.94,,,,,,,,,,,,,,,,,0.0,58.82,32.35,5.88,2.94,False,,13.97
2293,Faculty of Science,U,AVIA2401,Aviation Law and Regulations,059069,1,2024,Term 2,3,24T2,20243,False,2.9,,1.45,,39.13,24.64,26.09,4.35,1.45,,,,,,,,,,,,4.35,1.45,,,4.41,39.71,25.0,26.47,4.41,False,,19.48
2294,Faculty of Science,U,AVIA2610,Quant & Qual Res. Methods Avia,067099,1,2024,Term 2,3,24T2,20243,False,,,,,61.54,30.77,7.69,,,,,,,,,,,,,,,,,,0.0,61.54,30.77,7.69,0.0,False,,11.54
2295,Faculty of Science,U,AVIA2702,Avia Security & Air Freight,067100,1,2024,Term 2,3,24T2,20243,False,5.88,,2.94,,35.29,35.29,20.59,,,,,,,,,,,,,,8.82,,,,8.82,35.29,35.29,20.59,0.0,False,,10.3
2296,Faculty of Science,U,AVIA3013,Workplace Safety,062168,1,2024,Term 2,3,24T2,20243,False,1.37,,,,15.07,30.14,42.47,10.96,,,,,,,,,,,,,1.37,,,,1.37,15.07,30.14,42.47,10.96,False,,38.36
2297,Faculty of Science,U,AVIA3101,Airline Management,002775,1,2024,Term 2,3,24T2,20243,False,6.25,,,,47.5,35.0,11.25,,,,,,,,,,,,,,6.25,,,,6.25,47.5,35.0,11.25,0.0,False,,8.12
2298,Faculty of Science,U,AVIA3111,Air Transport Flight Planning,065547,1,2024,Term 2,3,24T2,20243,False,14.29,21.43,,,50.0,,7.14,7.14,,,,,,,,,,,,,35.72,,,,35.72,50.0,0.0,7.14,7.14,False,,-25.01
2299,Faculty of Science,U,AVIA3112,ATPL Aerodynamics and Systems,065505,1,2024,Term 2,3,24T2,20243,False,,,,,33.33,16.67,41.67,,,,,,,,,,,,8.33,,,,,8.33,0.0,33.33,16.67,41.67,0.0,False,,25.0
2300,Faculty of Science,U,AVIA3113,Air Transport Perf and Nav,065506,1,2024,Term 2,3,24T2,20243,False,,14.29,,,28.57,14.29,21.43,21.43,,,,,,,,,,,,,14.29,,,,14.29,28.57,14.29,21.43,21.43,False,,21.43
2301,Faculty of Science,U,AVIA3199,Aviation Work Placement 1,066723,1,2024,Term 2,3,24T2,20243,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
