Faculty,Academic Career,Course,Year,Term,FL,UF,AF,CN,EF,EM,PS,CR,DN,HD,SY,AS,CM,CO,EC,PE,AW,NC,NF,PW
UNSW Canberra at ADFA,Undergraduate,"ZGEN2215 Law, Force and Legitimacy 060464 1 UGRD",2021,2021 Semester 2 Canber,1.64%,,,,,,23.77%,52.46%,18.85%,3.28%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZGEN2240 Intro to Military Ethics 054952 1 UGRD,2021,2021 Semester 2 Canber,0.52%,,,,,,27.46%,55.44%,13.47%,2.59%,,,,,,,0.52%,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS1102 English and Media Studies 1B 051010 1 UGRD,2021,2021 Semester 2 Canber,3.70%,,,,,,44.44%,40.74%,9.26%,1.85%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS1202 History 1B 050690 1 UGRD,2021,2021 Semester 2 Canber,6.78%,,,,,,62.71%,25.42%,4.24%,0.85%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS1302 Indonesian 1B 051911 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,9.09%,54.55%,31.82%,4.55%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS1304 Indonesian 1D 054054 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZHSS1402 IPS1B: World Politics 051041 1 UGRD,2021,2021 Semester 2 Canber,2.38%,,,,,,15.48%,49.40%,27.38%,5.36%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS2236 The Cold War 066308 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,20.90%,53.73%,23.88%,1.49%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS2302 Indonesian 2B 051913 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,17.65%,47.06%,29.41%,5.88%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS2304 Indonesian 2D 054057 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZHSS2410 Modern Political Ideologies 057501 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,37.88%,37.88%,22.73%,1.52%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS2601 Introductory Business Ethics 062433 1 UGRD,2021,2021 Semester 2 Canber,2.00%,,,,,,42.00%,43.00%,12.00%,,,,,,,,1.00%,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3104 Studies in the Media 051035 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,34.78%,39.13%,17.39%,8.70%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3141 Literature of the Modern 065046 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,30.77%,38.46%,30.77%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3202 Preliminary Honours History 050811 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZHSS3234 Nazi Germany 058305 1 UGRD,2021,2021 Semester 2 Canber,1.89%,,,,,,56.60%,33.96%,5.66%,1.89%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3302 Indonesian 3B 053178 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,27.27%,36.36%,27.27%,9.09%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3414 Regional Security Issues 054922 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,20.00%,58.89%,16.67%,4.44%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3436 Global Environmental Security 065771 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,12.33%,50.68%,32.88%,4.11%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3505 Class and Gender in Indonesia 060462 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,8.70%,60.87%,30.43%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZHSS3902 Hum & Soc Sci Res Project 3 057768 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZHSS4002 Arts Honours Research 2 064008 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZHSS4006 History Honours Research 2 064614 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZHSS4008 History Honours Special Topic 064616 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZHSS8102 American Empire 058322 1 PGRD,2021,2021 Semester 2 Canberra,,,,,,,,60.00%,40.00%,,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate,ZHSS8215 Research Project: History F/Y 058519 1 PGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZHSS8221 Development of the Art of War 061780 1 PGRD,2021,2021 Semester 2 Canber,3.03%,,,,,,39.39%,21.21%,30.30%,6.06%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate,ZHSS8231 History of Special Operations 065155 1 PGRD,2021,2021 Semester 2 Canberra,,,2.33%,,,,34.88%,27.91%,30.23%,2.33%,,,,,,,,,2.33%,
UNSW Canberra at ADFA,Postgraduate,ZHSS8400 Research Project: IPS SS 051490 1 PGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZHSS8401 Research Thesis A 058617 1 PGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZHSS8410 Australian Defence Policy 054924 1 PGRD,2021,2021 Semester 2 Canber,1.43%,,,,,,,71.43%,22.86%,1.43%,,,,,,,,,2.86%,
UNSW Canberra at ADFA,Postgraduate,ZHSS8435 Contemporary Strategy 061787 1 PGRD,2021,2021 Semester 2 Canber,3.61%,,1.20%,,,,20.48%,51.81%,21.69%,,,,,,,,1.20%,,,
UNSW Canberra at ADFA,Postgraduate,ZHSS8441 Cyber-Security 063744 1 PGRD,2021,2021 Semester 2 Canberra,,,,,,,12.50%,51.79%,30.36%,1.79%,,,,,,,1.79%,,1.79%,
UNSW Canberra at ADFA,Postgraduate,ZHSS8456 Australia and Cyber War 064619 1 PGRD,2021,2021 Semester 2 Canberra,,,,,,,,69.77%,25.58%,2.33%,,,,,,,,,2.33%,
UNSW Canberra at ADFA,Postgraduate,ZHSS8463 Intl Law in Global Politics 065264 1 PGRD,2021,2021 Semester 2 Canber,2.33%,,,,,,9.30%,48.84%,32.56%,2.33%,,,,,,,2.33%,,2.33%,
UNSW Canberra at ADFA,Postgraduate,ZHSS8467 Military Game Changers 066230 1 PGRD,2021,2021 Semester 2 Canber,2.38%,,,,,,9.52%,52.38%,28.57%,2.38%,,,,,,,4.76%,,,
UNSW Canberra at ADFA,Postgraduate,ZHSS8501 Principles Public Leadership 065267 1 PGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZINT2100 Intro to Cyber-Security 063509 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,19.46%,74.05%,5.95%,,,,,,,,0.54%,,,
UNSW Canberra at ADFA,Postgraduate,ZINT8105 Academic Practice 059197 1 PGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZINT8301 Lethality and Survivability 051254 1 PGRD,2021,2021 Semester 2 Canber,2.38%,,,,,,14.29%,38.10%,40.48%,4.76%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM1102 Chemistry 1B 050404 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,26.47%,38.24%,26.47%,8.82%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM1202 Geography 1B 050572 1 UGRD,2021,2021 Semester 2 Canber,5.36%,,,,,,19.64%,46.43%,23.21%,5.36%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM1302 Mathematics 1B 051285 1 UGRD,2021,2021 Semester 2 Canber,4.17%,,,,,,37.50%,22.92%,25.00%,8.33%,,,,,,,,,2.08%,
UNSW Canberra at ADFA,Undergraduate,ZPEM1304 Engineering Mathematics 1B 051288 1 UGRD,2021,2021 Semester 2 Canber,12.26%,,,,,,46.45%,18.71%,12.90%,9.03%,,,,,,,0.65%,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM1502 Physics 1B 051566 1 UGRD,2021,2021 Semester 2 Canber,5.68%,,,,,,40.91%,39.77%,11.36%,2.27%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2113 Inorganic Chem & Spectroscopy 059604 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,12.00%,64.00%,20.00%,4.00%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2213 Art&Science of Doing Geography 063488 1 UGRD,2021,2021 Semester 2 Canber,1.85%,,,,,,5.56%,62.96%,24.07%,5.56%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2308 Special Topic in Mathematics 2 053044 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZPEM2310 Engineering Mathematics 2B 051317 1 UGRD,2021,2021 Semester 2 Canber,5.04%,,,,,,26.89%,26.89%,22.69%,18.49%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2311 Mathematical Modelling 058934 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,43.48%,26.09%,13.04%,17.39%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2313 Discrete Mathematics 063990 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,28.57%,47.62%,19.05%,4.76%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2405 Special Topic Phys & Ocean 2 060542 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZPEM2502 Physics 2B 051578 1 UGRD,2021,2021 Semester 2 Canber,1.72%,,,,,,46.55%,31.03%,10.34%,10.34%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM2509 Astrophysics 051597 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZPEM2801 Special Topic in Science 2 060543 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,13.04%,26.09%,30.43%,30.43%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM3121 Supramolecular Chemistry 058579 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,25.00%,43.75%,25.00%,6.25%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM3208 Geographic Research Methods 050619 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,13.64%,59.09%,22.73%,4.55%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM3222 Coastal Geography 058935 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,17.39%,52.17%,26.09%,4.35%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM3306 Waves and Fluids 050951 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,14.29%,14.29%,57.14%,14.29%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZPEM3321 Special Topic in Mathematics 3 053055 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZPEM3404 Ocean Waves and Modelling 056574 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZPEM3528 Nuclear Physics 051584 1 UGRD,2021,"2021 Semester 2 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZPEM3532 Advanced Topics Physics/Ocean 063940 1 UGRD,2021,2021 Semester 2 Canberra,,,,,,,6.67%,33.33%,46.67%,13.33%,,,,,,,,,,
