Faculty,Academic Career,Course,Year,Term,FL,UF,AF,CN,EF,EM,PS,CR,DN,HD,SY,AS,CM,CO,EC,PE,AW,NC,NF,PW
"Faculty of Arts, Design and Architecture",Undergraduate,MUSC4705 Performance Lab D (MCP) 065842 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Undergraduate,NEUR3121 Molecular & Cellular Neuroscie 059659 1 UGRD,2024,2024 Term 1,6.67%,,,,,,31.67%,28.33%,15.00%,15.00%,,,,,,,,,3.33%,
Faculty of Medicine and Health,Undergraduate,NEUR4411 Psych Neuro Perspectives 064239 1 UGRD,2024,2024 Term 1,4.55%,,,,,,22.73%,36.36%,22.73%,13.64%,,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,NEUR4441 Neurosci Res 064241 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Undergraduate,NEUR4442 Neurosci Res 064242 1 UGRD,2024,2024 Term 1,,,,,,,,,9.09%,4.55%,,,,,81.82%,,,,,4.55%
Faculty of Medicine and Health,Undergraduate,OPTM3105 Disease Processes of the Eye 1 065095 1 UGRD,2024,2024 Term 1,,,,,,,30.00%,41.82%,23.64%,3.64%,,,,,,,,,,0.91%
Faculty of Medicine and Health,Undergraduate,OPTM3201 Applied Vision Science 065096 1 UGRD,2024,2024 Term 1,,,,,,,6.31%,27.93%,48.65%,16.22%,,,,,,,,,,0.90%
Faculty of Medicine and Health,Postgraduate,OPTM6400 Preclinical Practic 065119 1 PGRD,2024,2024 Term 1,,,,,,,15.71%,51.43%,27.14%,5.71%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,OPTM6413 Anterior Eye Therapeutics 065104 1 PGRD,2024,2024 Term 1,2.94%,,,,,,47.06%,25.00%,20.59%,4.41%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,OPTM7107 Ocular Therapy 1 066011 1 PGRD,2024,2024 Term 1,,,,,,,,,,,,,,,100.00%,,,,,
Faculty of Medicine and Health,Postgraduate,OPTM7218 Research Project 065556 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,"OPTM8511 Clinical paeds, LV and CV 065107 1 PGRD",2024,2024 Term 1,,,,,,,1.64%,14.75%,81.97%,1.64%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,OPTM8512 Clinical Optometry 5A 065114 1 PGRD,2024,2024 Term 1,,,,,,,,,,,,,,,100.00%,,,,,
Faculty of Medicine and Health,Postgraduate,OPTM8514 Research Project 065552 1 PGRD,2024,2024 Term 1,,,,,,,,,,,,,,,100.00%,,,,,
Faculty of Medicine and Health,Undergraduate,PATH3205 Mol Basis of Disease 050220 1 UGRD,2024,2024 Term 1,1.10%,,,,,,21.98%,40.66%,20.88%,13.19%,,,,,,,,,2.20%,
Faculty of Medicine and Health,Undergraduate,PATH3210 Visualising Disease 060310 1 UGRD,2024,2024 Term 1,,,,,,,3.85%,34.62%,30.77%,26.92%,,,,,,,,,3.85%,
Faculty of Medicine and Health,Undergraduate,PHAR2911 Intro Pharmacology Pharmacy 066883 1 UGRD,2024,2024 Term 1,,,,,,,19.40%,44.78%,25.37%,8.96%,,,,,,,,,1.49%,
Faculty of Medicine and Health,Undergraduate,PHAR3102 Molecular Pharmacology 059627 1 UGRD,2024,2024 Term 1,2.04%,,,,,,22.45%,36.73%,24.49%,10.20%,,,,,,,2.04%,,2.04%,
Faculty of Medicine and Health,Undergraduate,PHAR3111 Clinical Pharmacology for HESC 065068 1 UGRD,2024,2024 Term 1,,,,,,,23.08%,47.69%,24.62%,4.62%,,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,PHAR3251 Clinical & Exp'l Pharmacology 013830 1 UGRD,2024,2024 Term 1,,,,,,,9.09%,21.21%,46.97%,21.21%,,,,,,,1.52%,,,
Faculty of Medicine and Health,Undergraduate,PHCM1002 Introduction to Public Health 066926 1 UGRD,2024,2024 Term 1,1.45%,,,,,,7.25%,30.43%,34.78%,24.64%,,,,,,,1.45%,,,
Faculty of Medicine and Health,Undergraduate,PHCM1003 Global Health 066930 1 UGRD,2024,2024 Term 1,2.99%,,,,,,8.96%,8.96%,32.84%,46.27%,,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,PHCM2001 Epidemiology 065352 1 UGRD,2024,2024 Term 1,,,,,,,10.81%,13.51%,21.62%,45.95%,,,,,,,2.70%,,5.41%,
Faculty of Medicine and Health,Undergraduate,PHCM2004 Communicable Disease 065356 1 UGRD,2024,2024 Term 1,2.17%,,2.17%,,,,6.52%,13.04%,30.43%,36.96%,,,,,,,6.52%,,2.17%,
Faculty of Medicine and Health,Undergraduate,PHCM3001 Ethics in Public Health 065354 1 UGRD,2024,2024 Term 1,2.44%,,,,,,7.32%,17.07%,34.15%,34.15%,,,,,,,4.88%,,,
Faculty of Medicine and Health,Undergraduate,PHCM3003 Public Health Capstone 065305 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Undergraduate,PHCM3005 Global Health Systems 067169 1 UGRD,2024,2024 Term 1,,,,,,,16.67%,8.33%,41.67%,33.33%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,PHCM9041 Foundations 055779 1 PGRD,2024,2024 Term 1,1.81%,,0.26%,,,,8.81%,26.68%,35.75%,26.17%,,,,,,,,,0.52%,
Faculty of Medicine and Health,Postgraduate,PHCM9143 Internship 063578 1 PGRD,2024,2024 Term 1,,,,,,,,23.81%,52.38%,23.81%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,PHCM9144 Project (12 UoC) 012857 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,PHCM9145 Project (6 UoC) 052071 1 PGRD,2024,2024 Term 1,,,,,,,,,36.36%,18.18%,,,,,45.45%,,,,,
Faculty of Medicine and Health,Postgraduate,PHCM9148 Minor Project (6 UoC) 058993 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,PHCM9151 Major Project (9 UoC) 057658 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,PHCM9152 Major Project (6 UoC) 057659 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,PHCM9153 Translational Research Project 067499 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Medicine and Health,Postgraduate,"PHCM9391 Health Orgs, Strategy & Change 009841 1 PGRD",2024,2024 Term 1,1.35%,,0.81%,,,,5.12%,14.56%,33.69%,43.13%,,,,,,,0.81%,,0.54%,
Faculty of Medicine and Health,Undergraduate,"PHCM9391 Health Orgs, Strategy & Change 009841 2 UGRD",2024,2024 Term 1,,,,,,,,,,100.00%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,PHCM9441 Healthcare Economics & Fin Mgt 009849 1 PGRD,2024,2024 Term 1,3.92%,,,,,,12.61%,24.93%,33.05%,23.81%,,,,,,,0.84%,,0.84%,
Faculty of Medicine and Health,Postgraduate,PHCM9471 Comparative H'lth Care Systems 009853 1 PGRD,2024,2024 Term 1,3.23%,,,,,,1.61%,6.45%,54.84%,33.87%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,"PHCM9522 Politics, Surveillance, Health 009878 1 PGRD",2024,2024 Term 1,5.08%,,,,,,3.39%,20.34%,32.20%,27.12%,,,,,,,,5.08%,6.78%,
Faculty of Medicine and Health,Postgraduate,PHCM9605 Global Health and Development 055764 1 PGRD,2024,2024 Term 1,4.35%,,,,,,0.62%,5.59%,29.81%,59.01%,,,,,,,,,0.62%,
Faculty of Medicine and Health,Postgraduate,PHCM9630 PH Perspectives of Ind Health 004198 1 PGRD,2024,2024 Term 1,,,2.22%,,,,2.22%,15.56%,64.44%,15.56%,,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,PHCM9630 PH Perspectives of Ind Health 004198 2 UGRD,2024,2024 Term 1,,,,,,,,,100.00%,,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,PHCM9782 Infectious Diseases 059624 1 PGRD,2024,2024 Term 1,2.65%,,,,,,7.94%,15.87%,39.68%,32.80%,,,,,,,,,1.06%,
Faculty of Medicine and Health,Undergraduate,PHRM1011 Concepts in Pharmacy 066814 1 UGRD,2024,2024 Term 1,1.41%,,,,,,,,,,98.59%,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,PHSL2101 Physiology 1A 013813 1 UGRD,2024,2024 Term 1,4.11%,,,,,,19.86%,25.57%,24.20%,25.57%,,,,,,,0.46%,,0.23%,
Faculty of Medicine and Health,Undergraduate,PHSL2121 Principles of Physiology A 013815 1 UGRD,2024,2024 Term 1,2.44%,,,,,,10.98%,36.59%,30.49%,19.51%,,,,,,,,,,
Faculty of Medicine and Health,Postgraduate,PHSL2121 Principles of Physiology A 013815 2 PGRD,2024,2024 Term 1,9.52%,,,,,,33.33%,19.05%,28.57%,9.52%,,,,,,,,,,
Faculty of Medicine and Health,Undergraduate,PHSL2501 Human Physiology A 052782 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Engineering,Undergraduate,PHTN4661 Optical Circuits and Fibres 057579 1 UGRD,2024,2024 Term 1,,,20.00%,,,,20.00%,20.00%,20.00%,,,,,,,,20.00%,,,
Faculty of Engineering,Postgraduate,PHTN4661 Optical Circuits and Fibres 057579 2 PGRD,2024,2024 Term 1,7.41%,,,,,,42.59%,27.78%,16.67%,3.70%,,,,,,,,,1.85%,
Faculty of Science,Undergraduate,PHYS1110 Everyday Physics 063383 1 UGRD,2024,2024 Term 1,10.22%,,,,,,8.76%,16.79%,42.34%,20.44%,,,,,,,0.73%,,0.73%,
Faculty of Science,Undergraduate,PHYS1111 Fundamentals of Physics 050081 1 UGRD,2024,2024 Term 1,12.40%,,,,,,12.40%,23.97%,18.18%,29.75%,,,,,,,1.65%,,1.65%,
Faculty of Science,Undergraduate,PHYS1121 Physics 1A 050082 1 UGRD,2024,2024 Term 1,16.64%,,,,,,,,,,81.26%,,,,,,1.50%,,0.60%,
Faculty of Science,Undergraduate,PHYS1131 Higher Physics 1A 050083 1 UGRD,2024,2024 Term 1,13.94%,,,,,,,,,,84.46%,,,,,,,,1.59%,
Faculty of Science,Undergraduate,PHYS1141 Higher Physics 1A (Special) 063556 1 UGRD,2024,2024 Term 1,11.76%,,,,,,,,,,86.76%,,,,,,,,1.47%,
Faculty of Science,Undergraduate,PHYS1160 Introduction to Astronomy 060303 1 UGRD,2024,2024 Term 1,4.10%,,0.46%,,,,7.06%,21.18%,28.70%,35.08%,,,,,,,1.37%,,2.05%,
Faculty of Science,Undergraduate,PHYS1221 Physics 1B 050089 1 UGRD,2024,2024 Term 1,9.68%,,,,,,25.81%,29.03%,25.81%,6.45%,,,,,,,3.23%,,,
Faculty of Science,Undergraduate,PHYS1231 Higher Physics 1B 050091 1 UGRD,2024,2024 Term 1,8.82%,,,,,,25.00%,13.24%,23.53%,25.00%,,,,,,,1.47%,,2.94%,
Faculty of Science,Undergraduate,PHYS2111 Quantum Physics 064632 1 UGRD,2024,2024 Term 1,25.51%,,,,,,27.55%,18.37%,13.27%,13.27%,,,,,,,,,2.04%,
Faculty of Science,Undergraduate,PHYS2116 Stellar and Planetary Physics 066801 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Science,Undergraduate,PHYS2801 Atmospheric Science 052991 1 UGRD,2024,2024 Term 1,18.18%,,,,,,18.18%,,45.45%,9.09%,,,,,,,9.09%,,,
Faculty of Science,Undergraduate,PHYS3112 Experimental Physics 064706 1 UGRD,2024,2024 Term 1,1.89%,,,,,,26.42%,24.53%,28.30%,16.98%,,,,,,,1.89%,,,
Faculty of Science,Undergraduate,PHYS3113 Thermal and Statistical 064707 1 UGRD,2024,2024 Term 1,32.84%,,,,,,32.84%,19.40%,5.97%,5.97%,,,,,,,1.49%,,1.49%,
Faculty of Science,Undergraduate,PHYS3199 Physics Work Placement 1 066737 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Science,Undergraduate,PHYS3299 Physics Work Placement 2 066738 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Science,Undergraduate,PHYS4141 Quantum Mechanics (Honours) 065651 1 UGRD,2024,2024 Term 1,,,,,,,21.05%,5.26%,57.89%,15.79%,,,,,,,,,,
Faculty of Science,Undergraduate,PHYS4142 Statistical Physics (Honours) 065650 1 UGRD,2024,2024 Term 1,,,,,,,14.29%,28.57%,33.33%,23.81%,,,,,,,,,,
Faculty of Science,Undergraduate,PHYS4144 Physics Honours Research A 065647 1 UGRD,2024,2024 Term 1,,,,,,,,,,,,,,,100.00%,,,,,
Faculty of Science,Undergraduate,PHYS4145 Physics Honours Research B 065646 1 UGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
Faculty of Science,Postgraduate,PHYS9120 Mechanics for Teachers 065036 1 PGRD,2024,2024 Term 1,REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN1001 Introduction to Planning 064634 1 UGRD,2024,2024 Term 1,2.67%,,1.33%,,,,6.67%,28.00%,58.67%,2.67%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN1004 City and Regional Economics 064638 1 UGRD,2024,2024 Term 1,1.39%,,,,,,2.78%,25.00%,61.11%,9.72%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN2001 Strategic Planning 064641 1 UGRD,2024,2024 Term 1,4.35%,,,,,,15.22%,41.30%,34.78%,4.35%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN2005 Planning Law & Administration 064645 1 UGRD,2024,2024 Term 1,2.50%,,,,,,15.00%,50.00%,27.50%,5.00%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,"PLAN2122 History, Heritage & Built Env 054783 1 UGRD",2024,2024 Term 1,7.69%,,,,,,7.69%,46.15%,28.21%,7.69%,,,,,,,2.56%,,,
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN3006 Practice: Ethics 066866 1 UGRD,2024,2024 Term 1,,,,,,,4.88%,31.71%,48.78%,14.63%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN3007 Practice: Institutions 066871 1 UGRD,2024,2024 Term 1,2.44%,,2.44%,,,,7.32%,19.51%,58.54%,9.76%,,,,,,,,,,
"Faculty of Arts, Design and Architecture",Undergraduate,PLAN4002 Plan Making Studio 064654 1 UGRD,2024,2024 Term 1,2.17%,,,,,,8.70%,36.96%,36.96%,8.70%,,,,,,,4.35%,,,2.17%
"Faculty of Arts, Design and Architecture",Postgraduate,"PLAN7146 City Econ,Urban Dev & Fin 064657 1 PGRD",2024,2024 Term 1,,,,,,,11.76%,52.94%,33.82%,1.47%,,,,,,,,,,
